ACUSACION;ANIO_DENUNCIA;ANIO_HECHO;CAPTURA;CONDENA;CONEXO;DELITO;DEPARTAMENTO;ESTADO_NOTICIA;ETAPA;GRUPO_EDAD_VICTIMA;HECHO;HOMICIDIO_DOLOSO_CONSUMADO;IMPUTACION;LEY;MUNICIPIO;NUM_HABITANTES;PAIS;PAIS_NACIMIENTO;RUPTURA;SECCIONAL;SEXO_VICTIMA;TOTAL_VICTIMAS
NO;2017;2016;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;INDAGACIÓN;SIN DATO;NO;NO;NO;Ley 906;BOGOTÁ, D.C.;8380801;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1
NO;2017;2016;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;INDAGACIÓN;SIN DATO;NO;NO;NO;Ley 906;POPAYÁN;288636;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CAUCA;FEMENINO;1
NO;2017;2016;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;INDAGACIÓN;SIN DATO;NO;NO;NO;Ley 906;POPAYÁN;288636;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CAUCA;MASCULINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACIÓN;ADOLESCENTE 14 - 17;SI;NO;NO;Ley 906;MEDELLÍN;2569007;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MEDELLÍN;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACIÓN;ADOLESCENTE 14 - 17;SI;SI;NO;Ley 906;MEDELLÍN;2569007;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MEDELLÍN;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;JERICÓ;11679;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE ANTIOQUIA;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;JERICÓ;11679;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE ANTIOQUIA;MASCULINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;LA ESTRELLA;67254;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MEDELLÍN;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;MEDELLÍN;2569007;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MEDELLÍN;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;TURBO;181377;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE ANTIOQUIA;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;Ley 906;MEDELLÍN;2569007;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MEDELLÍN;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;INDAGACIÓN;ADOLESCENTE 14 - 17;SI;SI;NO;Ley 906;MEDELLÍN;2569007;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MEDELLÍN;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;Ley 906;LIBORINA;9601;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE ANTIOQUIA;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;INVESTIGACIÓN;ADULTO MAYOR DE 60;SI;SI;SI;Ley 906;SABANETA;55230;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MEDELLÍN;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;CAMPO DE LA CRUZ;14659;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE ATLÁNTICO;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;INACTIVO;INDAGACIÓN;ADOLESCENTE 14 - 17;SI;SI;NO;Ley 906;JUAN DE ACOSTA;17925;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE ATLÁNTICO;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;BOGOTÁ, D.C.;8380801;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;BOGOTÁ, D.C.;8380801;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;2
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;BOGOTÁ, D.C.;8380801;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;BOGOTÁ, D.C.;8380801;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;Ley 906;BOGOTÁ, D.C.;8380801;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;3
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INDAGACIÓN;SIN DATO;SI;SI;NO;Ley 906;BOGOTÁ, D.C.;8380801;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;BOGOTÁ, D.C.;8380801;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;2
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;BOGOTÁ, D.C.;8380801;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;2
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;BOGOTÁ, D.C.;8380801;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;BOGOTÁ, D.C.;8380801;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;Ley 906;BOGOTÁ, D.C.;8380801;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;INDAGACIÓN;SIN DATO;SI;SI;NO;Ley 906;BOGOTÁ, D.C.;8380801;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;2
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;INDAGACIÓN;SIN DATO;SI;SI;NO;Ley 906;BOGOTÁ, D.C.;8380801;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;MASCULINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;CARTAGENA;1057767;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOLÍVAR;FEMENINO;2
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ACTIVO;INDAGACIÓN;ADULTO MAYOR DE 60;SI;NO;NO;Ley 906;CARTAGENA;1057767;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOLÍVAR;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;CARTAGENA;1057767;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOLÍVAR;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;Ley 906;CARTAGENA;1057767;Colombia;Venezuela;NO;DIRECCIÓN SECCIONAL DE BOLÍVAR;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ACTIVO;INVESTIGACIÓN;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;SAN PABLO;37160;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;SI;Ley 906;ARJONA;79472;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOLÍVAR;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Boyaca;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 1098;SOGAMOSO;110885;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOYACÁ;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Boyaca;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;SI;Ley 1098;SOGAMOSO;110885;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOYACÁ;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Boyaca;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;TUNJA;206791;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOYACÁ;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Casanare;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;AGUAZUL;44381;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CASANARE;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Casanare;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;YOPAL;155882;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CASANARE;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Casanare;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;YOPAL;155882;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CASANARE;MASCULINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Casanare;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;YOPAL;155882;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CASANARE;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Casanare;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;Ley 906;YOPAL;155882;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CASANARE;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;POPAYÁN;288636;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CAUCA;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;ARGELIA;8036;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CAUCA;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;PATÍA;37781;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CAUCA;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;POPAYÁN;288636;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CAUCA;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;EL PASO;23699;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CESAR;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;VALLEDUPAR;503444;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CESAR;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;INACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;Ley 906;AGUACHICA;97525;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Chocó;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;ALTO BAUDO;41785;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CHOCÓ;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Chocó;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;Ley 906;QUIBDO;116322;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CHOCÓ;FEMENINO;3
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;SAN BERNARDO DEL VIENTO;36512;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CÓRDOBA;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;INACTIVO;INDAGACIÓN;SIN DATO;SI;SI;NO;Ley 906;SAN BERNARDO DEL VIENTO;36512;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CÓRDOBA;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Guaviare;ACTIVO;INDAGACIÓN;SIN DATO;SI;SI;NO;Ley 906;EL RETORNO;24978;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE GUAVIARE;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;GUADALUPE;6330;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;La Guajira;ACTIVO;INDAGACIÓN;ADULTO MAYOR DE 60;SI;SI;NO;Ley 906;FONSECA;35611;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE LA GUAJIRA;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;PLATO;62904;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;ARIGUANÍ;32758;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;Ley 906;ARACATACA;41872;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACIÓN;SIN DATO;SI;SI;NO;Ley 906;SANTA MARTA;524031;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INDAGACIÓN;ADOLESCENTE 14 - 17;SI;NO;NO;Ley 906;PUERTO GAITÁN;19113;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE META;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;RESTREPO;10715;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE META;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INDAGACIÓN;SIN DATO;SI;SI;NO;Ley 906;ACACÍAS;76873;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE META;FEMENINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;LA MACARENA;37804;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE META;MASCULINO;1
NO;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;PUERTO GAITÁN;19113;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE META;FEMENINO;1
