ACUSACION;ANIO_DENUNCIA;ANIO_HECHO;CAPTURA;CONDENA;CONEXO;DELITO;DEPARTAMENTO;ESTADO_NOTICIA;ETAPA;GRUPO_EDAD_VICTIMA;HECHO;HOMICIDIO_DOLOSO_CONSUMADO;IMPUTACION;LEY;MUNICIPIO;PAIS;PAIS_NACIMIENTO;RUPTURA;SECCIONAL;SEXO_VICTIMA;TOTAL_VICTIMAS
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;CARTAGENA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOLÍVAR;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;SAN CRISTÓBAL;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOLÍVAR;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;SAN PABLO;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ACTIVO;JUICIO;ADULTO MAYOR DE 60;SI;NO;SI;Ley 906;CARTAGENA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOLÍVAR;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ACTIVO;JUICIO;INFANCIA 6 - 11;SI;NO;SI;Ley 906;CARTAGENA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOLÍVAR;MASCULINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ACTIVO;JUICIO;PRE-ADOLESCENTE 12 - 13;SI;SI;SI;Ley 906;CARTAGENA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOLÍVAR;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;CARTAGENA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOLÍVAR;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Boyaca;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;TUNJA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOYACÁ;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Caldas;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;MANIZALES;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALDAS;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Caldas;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;SUPÍA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALDAS;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Caldas;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;SUPÍA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALDAS;MASCULINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Caldas;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;MANIZALES;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALDAS;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Caquetá;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;FLORENCIA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CAQUETÁ;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Caquetá;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;SOLITA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CAQUETÁ;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Caquetá;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;SOLITA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CAQUETÁ;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Casanare;ACTIVO;INVESTIGACIÓN;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;OROCUÉ;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CASANARE;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Casanare;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;MANÍ;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CASANARE;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;NO;SI;Ley 906;SUCRE;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CAUCA;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;PUERTO TEJADA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CAUCA;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;JUICIO;SIN DATO;SI;SI;SI;Ley 906;POPAYÁN;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CAUCA;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;TERMINACIÓN ANTICIPADA;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;VILLA RICA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CAUCA;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;VALLEDUPAR;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CESAR;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;INVESTIGACIÓN;SIN DATO;SI;NO;SI;Ley 906;CURUMANÍ;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CESAR;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;NO;SI;Ley 906;CHIRIGUANÁ;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CESAR;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;VALLEDUPAR;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CESAR;FEMENINO;2
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;VALLEDUPAR;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CESAR;MASCULINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;VALLEDUPAR;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CESAR;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;INFANCIA 6 - 11;SI;NO;SI;Ley 906;VALLEDUPAR;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CESAR;MASCULINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;PRIMERA INFANCIA 0 - 5;SI;SI;SI;Ley 906;EL PASO;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CESAR;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;VALLEDUPAR;Colombia;;NO;DIRECCIÓN SECCIONAL DE CESAR;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Chocó;ACTIVO;INVESTIGACIÓN;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;TADÓ;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CHOCÓ;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;LORICA;Colombia;Venezuela;NO;DIRECCIÓN SECCIONAL DE CÓRDOBA;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;MONTERÍA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CÓRDOBA;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;SAHAGÚN;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CÓRDOBA;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;MONTELÍBANO;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CÓRDOBA;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;SAHAGÚN;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CÓRDOBA;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;SAHAGÚN;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CÓRDOBA;MASCULINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;ACTIVO;JUICIO;SIN DATO;SI;SI;SI;Ley 906;SAHAGÚN;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CÓRDOBA;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;NO;SI;Ley 906;GACHANCIPÁ;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CUNDINAMARCA;MASCULINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;GACHANCIPÁ;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CUNDINAMARCA;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;CHÍA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CUNDINAMARCA;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;TERMINACIÓN ANTICIPADA;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;SAN ANTONIO DEL TEQUENDAMA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CUNDINAMARCA;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;INVESTIGACIÓN;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;NEIVA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;PITALITO;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;La Guajira;ACTIVO;INVESTIGACIÓN;ADOLESCENTE 14 - 17;SI;NO;SI;Ley 906;RIOHACHA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE LA GUAJIRA;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;La Guajira;ACTIVO;INVESTIGACIÓN;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;RIOHACHA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE LA GUAJIRA;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;La Guajira;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;MAICAO;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE LA GUAJIRA;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;La Guajira;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;MAICAO;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE LA GUAJIRA;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INVESTIGACIÓN;SIN DATO;SI;NO;SI;Ley 906;SANTA MARTA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;PEDRAZA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;ZAPAYÁN;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;FUENTE DE ORO;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE META;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;PUERTO GAITÁN;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE META;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;TERMINACIÓN ANTICIPADA;PRE-ADOLESCENTE 12 - 13;NO;NO;NO;Ley 906;VILLAVICENCIO;Colombia;Colombia;SI;DIRECCIÓN SECCIONAL DE META;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ACTIVO;INVESTIGACIÓN;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;PASTO;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE NARIÑO;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ACTIVO;INVESTIGACIÓN;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;SANDONÁ;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE NARIÑO;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ACTIVO;INVESTIGACIÓN;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;ROBERTO PAYÁN;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE NARIÑO;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;LA CRUZ;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE NARIÑO;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;PASTO;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE NARIÑO;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;PASTO;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE NARIÑO;FEMENINO;2
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;LA ESPERANZA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;CÚCUTA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;CÚCUTA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;TERMINACIÓN ANTICIPADA;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;CÚCUTA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Putumayo;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;PUERTO ASÍS;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE PUTUMAYO;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Quindío;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;ARMENIA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE QUINDÍO;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Quindío;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;LA TEBAIDA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE QUINDÍO;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Quindío;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;CALARCA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE QUINDÍO;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;NO;SI;Ley 906;BUCARAMANGA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;LEBRÍJA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;FLORIDABLANCA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;BARRANCABERMEJA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;BUCARAMANGA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;SABANA DE TORRES;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;BUCARAMANGA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;LEBRÍJA;Colombia;;NO;DIRECCIÓN SECCIONAL DE SANTANDER;;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Sucre;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;SAN MARCOS;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE SUCRE;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Sucre;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;SAMPUÉS;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE SUCRE;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;INVESTIGACIÓN;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;GUAMO;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE TOLIMA;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;INVESTIGACIÓN;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;GUAMO;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE TOLIMA;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;IBAGUÉ;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE TOLIMA;FEMENINO;4
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;FLANDES;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CUNDINAMARCA;MASCULINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;JUICIO;ADULTO MAYOR DE 60;SI;NO;SI;Ley 906;IBAGUÉ;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE TOLIMA;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;IBAGUÉ;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE TOLIMA;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;FRESNO;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE TOLIMA;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;IBAGUÉ;Colombia;Venezuela;NO;DIRECCIÓN SECCIONAL DE TOLIMA;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;TERMINACIÓN ANTICIPADA;SIN DATO;SI;SI;SI;Ley 906;COELLO;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE TOLIMA;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INVESTIGACIÓN;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;CALI;Colombia;Venezuela;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INVESTIGACIÓN;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;FLORIDA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;MASCULINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INVESTIGACIÓN;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;TRUJILLO;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;CALI;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;4
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;CALI;Colombia;Venezuela;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;JAMUNDÍ;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;PALMIRA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;PALMIRA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;MASCULINO;1
NO;2022;2022;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;TULUÁ;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA;FEMENINO;1
